id;doi;count;year;issn;title;publisher;discipline;electronic
5577;10.1016/j.jfineco.2014.04.009;284;2015;0304-405X;Military CEOs;Journal of Financial Economics;bwl;\N
5578;10.1016/j.jfineco.2016.02.006;92;2016;0304-405X;Does rating analyst subjectivity affect corporate debt pricing?;Journal of Financial Economics;bwl;\N
5579;10.1016/j.jfineco.2014.10.005;137;2015;0304-405X;Technology spillovers and corporate cash holdings;Journal of Financial Economics;bwl;\N
5580;10.1016/j.jfineco.2011.02.006;161;2011;0304-405X;Is market fragmentation harming market quality?;Journal of Financial Economics;bwl;\N
5581;10.1016/j.jfineco.2012.10.006;122;2013;0304-405X;The earnings announcement premium around the globe;Journal of Financial Economics;bwl;\N
5582;10.1016/j.jfineco.2011.04.003;207;2012;0304-405X;Investor attention, psychological anchors, and stock return predictability;Journal of Financial Economics;bwl;\N
5583;10.1016/j.jfineco.2012.11.009;251;2015;0304-405X;Importing corruption culture from overseas: Evidence from corporate tax evasion in the United States;Journal of Financial Economics;bwl;\N
5584;10.1016/j.jfineco.2013.02.019;194;2013;0304-405X;The relation between equity incentives and misreporting: The role of risk-taking incentives;Journal of Financial Economics;bwl;\N
5585;10.1016/j.jfineco.2011.03.002;275;2011;0304-405X;The market reaction to corporate governance regulation;Journal of Financial Economics;bwl;\N
5586;10.1016/j.jfineco.2011.02.009;105;2011;0304-405X;International diversification with frontier markets;Journal of Financial Economics;bwl;\N
5587;10.1016/j.jfineco.2014.10.010;11;2015;0304-405X;A five-factor asset pricing model $ Asset pricing model Factor model Dividend discount model Profitability Investment;Journal of Financial Economics;bwl;\N
5588;10.1016/j.jfineco.2017.01.009;141;2017;0304-405X;The term structure of returns: Facts and theory;Journal of Financial Economics;bwl;\N
5589;10.1016/j.jfineco.2018.03.003;82;2018;0304-405X;Cash flow duration and the term structure of equity returns;Journal of Financial Economics;bwl;\N
5590;10.1016/j.jfineco.2015.06.015;163;2015;0304-405X;Banks as patient fixed-income investors;Journal of Financial Economics;bwl;\N
5591;10.1016/j.jfineco.2014.11.003;7;2013;0304-405X;Deposits and bank capital structure;European University Institute, IGIER, Bocconi University and CEPR;bwl;\N
5592;10.1016/j.jfineco.2015.01.002;69;2015;0304-405X;Hedge funds and discretionary liquidity restrictions;Journal of Financial Economics;bwl;\N
5593;10.1016/j.jfineco.2014.05.004;142;2014;0304-405X;Crash-neutral currency carry trades;Journal of Financial Economics;bwl;\N
5594;10.1016/j.jfineco.2012.04.008;135;2012;0304-405X;Testing conditional factor models;Journal of Financial Economics;bwl;\N
5595;10.1016/j.jfineco.2013.12.001;7;2014;0304-405X;The impact of central clearing on counterparty risk , liquidity , and trading : Evidence from the credit default swap market $;Journal of Financial Economics;bwl;\N
5596;10.1016/j.jfineco.2017.06.010;43;2017;0304-405X;Systemic risk in clearing houses: Evidence from the European repo market;Journal of Financial Economics;bwl;\N
5597;10.1016/j.jfineco.2018.07.007;54;2018;0304-405X;Asset pricing and ambiguity: Empirical evidence⁎;Journal of Financial Economics;bwl;\N
5598;10.1016/j.jfineco.2013.06.001;1;2014;0304-405X;Risk tolerance and entrepreneurship;Journal of Financial Economics;bwl;\N
5599;10.1016/j.jfineco.2016.05.011;151;2016;0304-405X;Taxes and leverage at multinational corporations;Journal of Financial Economics;bwl;\N
5600;10.1016/j.jfineco.2013.04.009;130;2013;0304-405X;Pricing the term structure with linear regressions;Journal of Financial Economics;bwl;\N
5601;10.1016/j.jfineco.2014.04.001;122;2014;0304-405X;Death and jackpot: Why do individual investors hold overpriced stocks?;Journal of Financial Economics;bwl;\N
5602;10.1016/j.jfineco.2013.04.006;1;2013;0304-405X;Author ' s Accepted Manuscript Credit Supply and Corporate Innovation Credit Supply and Corporate Innovation;Journal of Financial Economics;bwl;\N
5603;10.1016/j.jfineco.2016.01.015;3;2016;0304-405X;Taxes and bank capital structure;Journal of Financial Economics;bwl;\N
5604;10.1016/j.jfineco.2015.04.007;175;2016;0304-405X;CEO overconfidence and financial crisis: Evidence from bank lending and leverage;Journal of Financial Economics;bwl;\N
5605;10.1016/j.jfineco.2011.02.007;182;2011;0304-405X;Are all CEOs above average? An empirical analysis of compensation peer groups and pay design;Journal of Financial Economics;bwl;\N
5607;10.1016/j.jfineco.2010.10.007;207;2011;0304-405X;Board structure and price informativeness;Journal of Financial Economics;bwl;\N
5608;10.1016/j.jfineco.2017.02.002;83;2017;0304-405X;Variance risk premiums and the forward premium puzzle;Journal of Financial Economics;bwl;\N
5609;10.1016/j.jfineco.2015.03.005;162;2015;0304-405X;House prices, collateral, and self-employment;Journal of Financial Economics;bwl;\N
5610;10.1016/j.jfineco.2016.03.010;134;2017;0304-405X;Customer concentration and loan contract terms;Journal of Financial Economics;bwl;\N
5611;10.1016/j.jfineco.2018.11.004;18;2018;0304-405X;Gold, platinum, and expected stock returns;Journal of Financial Economics;bwl;\N
5612;10.1016/j.jfineco.2014.04.002;145;2014;0304-405X;A dynamic limit order market with fast and slow traders;Journal of Financial Economics;bwl;\N
5613;10.1016/j.jfineco.2013.02.018;126;2013;0304-405X;The leverage effect puzzle: Disentangling sources of bias at high frequency;Journal of Financial Economics;bwl;\N
5614;10.1016/j.jfineco.2010.10.019;208;2011;0304-405X;Employee treatment and firm leverage: A test of the stakeholder theory of capital structure;Journal of Financial Economics;bwl;\N
5615;10.1016/j.jfineco.2016.01.013;206;2016;0304-405X;The cost of friendship;Journal of Financial Economics;bwl;\N
5616;10.1016/j.jfineco.2015.06.008;118;2015;0304-405X;Resource accumulation through economic ties: Evidence from venture capital;Journal of Financial Economics;bwl;\N
5617;10.1016/j.jfineco.2010.11.002;83;2011;0304-405X;Research for sale: Determinants and consequences of paid-for analyst research;Journal of Financial Economics;bwl;\N
5618;10.1016/j.jfineco.2016.01.017;115;2016;0304-405X;Debt-equity choices, R&D investment and market timing;Journal of Financial Economics;bwl;\N
5619;10.1016/j.jfineco.2018.07.001;1;2018;0304-405X;"Internet Appendix for \Creditor rights and innovation: Evidence from patent collateral\""""";Journal of Financial Economics;bwl;\N
5620;10.1016/j.jfineco.2018.03.011;210;2018;0304-405X;Fintech, regulatory arbitrage, and the rise of shadow banks;Journal of Financial Economics;bwl;\N
5621;10.1016/j.jfineco.2013.02.002;2;2013;0304-405X;Author ’ s Accepted Manuscript A new approach to predicting analyst forecast errors : Do investors overweight analyst forecasts ?;Journal of Financial Economics;bwl;\N
5622;10.1016/j.jfineco.2012.08.010;1;2012;0304-405X;Author ’ s Accepted Manuscript Delegated Asset Management , Investment Mandates , and Capital Immobility ∗;Journal of Financial Economics;bwl;\N
5623;10.1016/j.jfineco.2017.01.008;98;2017;0304-405X;High frequency trading and the 2008 short-sale ban;Journal of Financial Economics;bwl;\N
5624;10.1016/j.jfineco.2018.02.002;91;2018;0304-405X;High frequency trading and extreme price movements;Journal of Financial Economics;bwl;\N
5625;10.1016/j.jfineco.2012.11.007;115;2013;0304-405X;Flow and stock effects of large-scale treasury purchases: Evidence on the importance of local supply;Journal of Financial Economics;bwl;\N
5626;10.1016/j.jfineco.2017.05.011;120;2017;0304-405X;The impacts of political uncertainty on asset prices: Evidence from the Bo scandal in China;Journal of Financial Economics;bwl;\N
5627;10.1016/j.jfineco.2011.03.026;123;2012;0304-405X;Incentives to innovate and financial crises;Journal of Financial Economics;bwl;\N
5628;10.1016/j.jfineco.2013.01.012;137;2013;0304-405X;Labor unions and tax aggressiveness;Journal of Financial Economics;bwl;\N
5629;10.1016/j.jfineco.2013.10.008;145;2014;0304-405X;The role of stock ownership by US members of Congress on the market for political favors;Journal of Financial Economics;bwl;\N
5630;10.1016/j.jfineco.2011.05.007;65;2011;0304-405X;Adding and subtracting Black-Scholes: A new approach to approximating derivative prices in continuous-time models;Journal of Financial Economics;bwl;\N
5631;10.1016/j.jfineco.2012.08.016;165;2013;0304-405X;Government spending, political cycles, and the cross section of stock returns;Journal of Financial Economics;bwl;\N
5632;10.1016/j.jfineco.2013.02.012;1;2013;0304-405X;Author ’ s Accepted Manuscript Worldwide reach of short selling regulations;Journal of Financial Economics;bwl;\N
5633;10.1016/j.jfineco.2017.07.005;123;2017;0304-405X;Are foreign investors locusts? The long-term effects of foreign institutional ownership;Journal of Financial Economics;bwl;\N
5634;10.1016/j.jfineco.2017.01.005;203;2017;0304-405X;Do exogenous changes in passive institutional ownership affect corporate governance and firm value?;Journal of Financial Economics;bwl;\N
5635;10.1016/j.jfineco.2016.11.002;146;2017;0304-405X;Pilot CEOs and corporate innovation;Journal of Financial Economics;bwl;\N
5636;10.1016/j.jfineco.2012.04.006;1;2012;0304-405X;Author ’ s Accepted Manuscript Sell-Order Liquidity and the Cross-Section of Expected Stock Returns;Journal of Financial Economics;bwl;\N
5637;10.1016/j.jfineco.2016.12.005;205;2017;0304-405X;Independent boards and innovation;Journal of Financial Economics;bwl;\N
5638;10.1016/j.jfineco.2011.10.013;215;2012;0304-405X;Cash flows and leverage adjustments;Journal of Financial Economics;bwl;\N
5639;10.1016/j.jfineco.2018.05.009;2;2018;0304-405X;Market intraday momentum R We are grateful to;International Sym-posium on Financial Engineering and Risk Management;bwl;\N
5640;10.1016/j.jfineco.2010.08.013;171;2011;0304-405X;Markowitz meets Talmud: A combination of sophisticated and naive diversification strategies;Journal of Financial Economics;bwl;\N
5641;10.1016/j.jfineco.2014.07.014;44;2014;0304-405X;Advancing the universality of quadrature methods to any underlying process for option pricing;Journal of Financial Economics;bwl;\N
5642;10.1016/j.jfineco.2016.05.008;61;2016;0304-405X;Early option exercise: Never say never;Journal of Financial Economics;bwl;\N
5643;10.1016/j.jfineco.2015.06.012;129;2015;0304-405X;Volatility and mutual fund manager skill;Journal of Financial Economics;bwl;\N
5644;10.1016/j.jfineco.2016.11.007;88;2017;0304-405X;Investor flows and fragility in corporate bond funds;Journal of Financial Economics;bwl;\N
5645;10.1016/j.jfineco.2016.09.007;135;2017;0304-405X;Portfolio concentration and performance of institutional investors worldwide;Journal of Financial Economics;bwl;\N
5646;10.1016/j.jfineco.2015.08.010;2;2015;0304-405X;Author ’ s Accepted Manuscript Preference Reference : using Revealed Preference $;Journal of Financial Economics;bwl;\N
5647;10.1016/j.jfineco.2011.07.002;219;2011;0304-405X;CEO ownership, external governance, and risk-taking;Journal of Financial Economics;bwl;\N
5648;10.1016/j.jfineco.2012.04.002;99;2012;0304-405X;Displacement risk and asset returns;Journal of Financial Economics;bwl;\N
5649;10.1016/j.jfineco.2010.08.018;209;2012;0304-405X;Measuring investor sentiment with mutual fund flows;Journal of Financial Economics;bwl;\N
5650;10.1016/j.jfineco.2012.08.003;1;2012;0304-405X;Author ’ s Accepted Manuscript Payout taxes and the allocation of investment;Journal of Financial Economics;bwl;\N
5651;10.1016/j.jfineco.2015.04.003;86;2015;0304-405X;Do property rights matter? Evidence from a property law enactment;Journal of Financial Economics;bwl;\N
5652;10.1016/j.jfineco.2017.04.006;16;2017;0304-405X;Corrigendum to “Optimal consumption, portfolio and life insurance rules for an uncertain lived individual in a continuous time model” (Journal of Financial Economics (1975) 2(2) (187–203) (0304405X75900045) (10.1016/0304-405X(75)90004-5));Journal of Financial Economics;bwl;\N
5653;10.1016/j.jfineco.2017.08.004;8;2017;0304-405X;Corrigendum to “Board reforms and firm value: Worldwide evidence” [J. Financ. Econ. 125 (2017) 120–142] (S0304405X1730079X) (10.1016/j.jfineco.2017.04.010));Journal of Financial Economics;bwl;\N
5654;10.1016/j.jfineco.2014.05.007;133;2014;0304-405X;China's secondary privatization: Perspectives from the Split-Share Structure Reform;Journal of Financial Economics;bwl;\N
5655;10.1016/j.jfineco.2015.06.011;2;2015;0304-405X;Author ' s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5656;10.1016/j.jfineco.2017.12.009;169;2018;0304-405X;Board diversity, firm risk, and corporate policies;Journal of Financial Economics;bwl;\N
5657;10.1016/j.jfineco.2010.10.014;98;2011;0304-405X;Tests of ex ante versus ex post theories of collateral using private and public information;Journal of Financial Economics;bwl;\N
5658;10.1016/j.jfineco.2015.09.006;122;2016;0304-405X;Bridging the gap: The design of bank loan contracts and distance;Journal of Financial Economics;bwl;\N
5659;10.1016/j.jfineco.2014.06.002;297;2014;0304-405X;Financial expert CEOs: CEO's work experience and firm's financial policies;Journal of Financial Economics;bwl;\N
5660;10.1016/j.jfineco.2014.03.004;215;2014;0304-405X;Beauty is in the eye of the beholder: The effect of corporate tax avoidance on the cost of bank loans;Journal of Financial Economics;bwl;\N
5661;10.1016/j.jfineco.2015.02.010;173;2015;0304-405X;Tail risk premia and return predictability;Journal of Financial Economics;bwl;\N
5662;10.1016/j.jfineco.2017.03.008;68;2017;0304-405X;The effects of removing barriers to equity issuance;Journal of Financial Economics;bwl;\N
5663;10.1016/j.jfineco.2011.05.005;316;2012;0304-405X;Neglected risks, financial innovation, and financial fragility;Journal of Financial Economics;bwl;\N
5664;10.1016/j.jfineco.2011.05.003;325;2012;0304-405X;Is momentum really momentum?;Journal of Financial Economics;bwl;\N
5665;10.1016/j.jfineco.2015.05.005;120;2015;0304-405X;Distilling the macroeconomic news flow;Journal of Financial Economics;bwl;\N
5666;10.1016/j.jfineco.2013.03.002;1;2013;0304-405X;Author ' s Accepted Manuscript Collateral and capital structure Collateral and Capital Structure ⋆;Journal of Financial Economics;bwl;\N
5667;10.1016/j.jfineco.2013.01.011;1;2013;0304-405X;Author ’ s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5668;10.1016/j.jfineco.2010.09.004;60;2011;0304-405X;Vintage capital and creditor protection;Journal of Financial Economics;bwl;\N
5669;10.1016/j.jfineco.2016.01.008;120;2016;0304-405X;Sentiments, financial markets, and macroeconomic fluctuations;Journal of Financial Economics;bwl;\N
5670;10.1016/j.jfineco.2012.06.005;124;2012;0304-405X;'Déjà vol': Predictive regressions for aggregate stock market volatility using macroeconomic variables;Journal of Financial Economics;bwl;\N
5671;10.1016/j.jfineco.2013.08.011;80;2013;0304-405X;Reputational contagion and optimal regulatory forbearance;Journal of Financial Economics;bwl;\N
5672;10.1016/j.jfineco.2017.11.006;53;2018;0304-405X;Taxation and executive compensation: Evidence from stock options;Journal of Financial Economics;bwl;\N
5674;10.1016/j.jfineco.2017.11.005;48;2018;0304-405X;Determinants and consequences of information processing delay: Evidence from the Thomson Reuters Institutional Brokers’ Estimate System;Journal of Financial Economics;bwl;\N
5675;10.1016/j.jfineco.2017.12.002;90;2018;0304-405X;Leverage constraints and asset prices: Insights from mutual fund risk taking;Journal of Financial Economics;bwl;\N
5676;10.1016/j.jfineco.2017.08.003;82;2017;0304-405X;Staggered boards and long-term firm value, revisited;Journal of Financial Economics;bwl;\N
5677;10.1016/j.jfineco.2015.08.008;223;2016;0304-405X;The real effects of share repurchases;Journal of Financial Economics;bwl;\N
5678;10.1016/j.jfineco.2011.06.003;157;2011;0304-405X;Stock price fragility;Journal of Financial Economics;bwl;\N
5679;10.1016/j.jfineco.2012.12.003;94;2013;0304-405X;Valuation of VIX derivatives;Journal of Financial Economics;bwl;\N
5680;10.1016/j.jfineco.2018.08.007;10;2019;0304-405X;Industry familiarity and trading: Evidence from the personal portfolios of industry insiders;Journal of Financial Economics;bwl;\N
5681;10.1016/j.jfineco.2013.04.003;1;2013;0304-405X;Author ' s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5682;10.1016/j.jfineco.2014.01.002;105;2014;0304-405X;Dynamic debt runs and financial fragility: Evidence from the 2007 ABCP crisis;Journal of Financial Economics;bwl;\N
5683;10.1016/j.jfineco.2015.06.014;177;2015;0304-405X;Motivated monitors: The importance of institutional investors' portfolio weights;Journal of Financial Economics;bwl;\N
5684;10.1016/j.jfineco.2017.06.006;73;2017;0304-405X;Tail risk in hedge funds: A unique view from portfolio holdings;Journal of Financial Economics;bwl;\N
5685;10.1016/j.jfineco.2011.05.016;223;2012;0304-405X;IQ, trading behavior, and performance;Journal of Financial Economics;bwl;\N
5686;10.1016/j.jfineco.2012.04.003;158;2012;0304-405X;Predictive regressions with time-varying coefficients;Journal of Financial Economics;bwl;\N
5687;10.1016/j.jfineco.2015.05.004;179;2015;0304-405X;Good and bad uncertainty: Macroeconomic and financial market implications;Journal of Financial Economics;bwl;\N
5688;10.1016/j.jfineco.2016.01.032;181;2017;0304-405X;News implied volatility and disaster concerns;Journal of Financial Economics;bwl;\N
5689;10.1016/j.jfineco.2018.01.003;87;2018;0304-405X;Absolving beta of volatility's effects;Journal of Financial Economics;bwl;\N
5690;10.1016/j.jfineco.2013.01.013;124;2013;0304-405X;CEO contract design: How do strong principals do it?;Journal of Financial Economics;bwl;\N
5691;10.1016/j.jfineco.2011.04.002;314;2012;0304-405X;Structural models and endogeneity in corporate finance: The link between managerial ownership and corporate performance;Journal of Financial Economics;bwl;\N
5692;10.1016/j.jfineco.2010.12.005;1;2011;0304-405X;Ex post: The investment performance of collectible stamps;Journal of Financial Economics;bwl;\N
5693;10.1016/j.jfineco.2013.02.017;252;2013;0304-405X;IPO first-day returns, offer price revisions, volatility, and form S-1 language;Journal of Financial Economics;bwl;\N
5694;10.1016/j.jfineco.2011.09.006;186;2012;0304-405X;Litigation risk, strategic disclosure and the underpricing of initial public offerings;Journal of Financial Economics;bwl;\N
5695;10.1016/j.jfineco.2015.08.018;64;2016;0304-405X;Underwriter deal pipeline and the pricing of IPOs;Journal of Financial Economics;bwl;\N
5696;10.1016/j.jfineco.2010.08.006;229;2011;0304-405X;The effect of banking crisis on bank-dependent borrowers;Journal of Financial Economics;bwl;\N
5697;10.1016/j.jfineco.2013.02.014;254;2013;0304-405X;Access to capital, investment, and the financial crisis;Journal of Financial Economics;bwl;\N
5698;10.1016/j.jfineco.2018.10.009;14;2018;0304-405X;Municipal borrowing costs and state policies for distressed municipalities;Journal of Financial Economics;bwl;\N
5699;10.1016/j.jfineco.2015.08.005;89;2015;0304-405X;The price of wine;Journal of Financial Economics;bwl;\N
5700;10.1016/j.jfineco.2014.07.006;2;2014;0304-405X;Author ' s Accepted Manuscript Did Bank Distress Stifle Innovation During the Great Depression ?;Journal of Financial Economics;bwl;\N
5701;10.1016/j.jfineco.2013.02.004;1;2013;0304-405X;Author ’ s Accepted Manuscript Are busy boards detrimental ?;Journal of Financial Economics;bwl;\N
5702;10.1016/j.jfineco.2012.05.014;271;2012;0304-405X;The seeds of a crisis: A theory of bank liquidity and risk taking over the business cycle;Journal of Financial Economics;bwl;\N
5703;10.1016/j.jfineco.2017.07.004;52;2017;0304-405X;Are corporate inversions good for shareholders?;Journal of Financial Economics;bwl;\N
5704;10.1016/j.jfineco.2014.01.003;162;2014;0304-405X;The internal capital markets of business groups: Evidence from intra-group loans;Journal of Financial Economics;bwl;\N
5705;10.1016/j.jfineco.2017.01.010;156;2017;0304-405X;Compensation goals and firm performance;Journal of Financial Economics;bwl;\N
5706;10.1016/j.jfineco.2012.12.005;3;2013;0304-405X;Huang, Jiekun / Kisgen, Darren J. (2013): Gender and Corporate Finance: Are Male Executives Overconfident Relative to Female Executives?, Journal of Financial Economics 108, 822–839.;Journal of Financial Economics;bwl;\N
5707;10.1016/j.jfineco.2016.01.020;143;2016;0304-405X;Does the geographic expansion of banks reduce risk?;Journal of Financial Economics;bwl;\N
5708;10.1016/j.jfineco.2011.01.006;1;2011;0304-405X;Red and Blue Investing : Values and Finance;Journal of Financial Economics;bwl;\N
5709;10.1016/j.jfineco.2011.03.011;2;2011;0304-405X;The role of risk management in mergers and merger waves;Journal of Financial Economics;bwl;\N
5710;10.1016/j.jfineco.2015.10.001;270;2016;0304-405X;The value of connections in turbulent times: Evidence from the United States;Journal of Financial Economics;bwl;\N
5711;10.1016/j.jfineco.2013.03.004;114;2013;0304-405X;Does risk management matter? Evidence from the U.S. agricultural industry;Journal of Financial Economics;bwl;\N
5712;10.1016/j.jfineco.2012.06.008;1;2012;0304-405X;Author ’ s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5713;10.1016/j.jfineco.2015.11.004;108;2016;0304-405X;Double bank runs and liquidity risk management;Journal of Financial Economics;bwl;\N
5714;10.1016/j.jfineco.2013.10.003;1;2013;0304-405X;Author ' s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5715;10.1016/j.jfineco.2018.02.007;238;2018;0304-405X;Time varying risk aversion;Journal of Financial Economics;bwl;\N
5716;10.1016/j.jfineco.2011.03.006;1;2011;0304-405X;（这篇文章有提到knowledge和cognitive abilities对risk tolreance影响）;Journal of Financial Economics;bwl;\N
5717;10.1016/j.jfineco.2015.08.014;81;2016;0304-405X;Disagreement, speculation, and aggregate investment;Journal of Financial Economics;bwl;\N
5718;10.1016/j.jfineco.2013.03.016;75;2013;0304-405X;Why does junior put all his eggs in one basket? A potential rational explanation for holding concentrated portfolios;Journal of Financial Economics;bwl;\N
5719;10.1016/j.jfineco.2014.07.015;1;2014;0304-405X;Author ' s Accepted Manuscript constraints;Journal of Financial Economics;bwl;\N
5720;10.1016/j.jfineco.2014.02.002;204;2014;0304-405X;Predicting anomaly performance with politics, the weather, global warming, sunspots, and the stars;Journal of Financial Economics;bwl;\N
5721;10.1016/j.jfineco.2018.02.011;156;2018;0304-405X;An intertemporal CAPM with stochastic volatility;Journal of Financial Economics;bwl;\N
5722;10.1016/j.jfineco.2014.02.009;205;2014;0304-405X;Winners in the spotlight: Media coverage of fund holdings as a driver of flows;Journal of Financial Economics;bwl;\N
5723;10.1016/j.jfineco.2017.06.017;94;2017;0304-405X;The source of information in prices and investment-price sensitivity;Journal of Financial Economics;bwl;\N
5724;10.1016/j.jfineco.2011.10.002;124;2012;0304-405X;Longevity risk, retirement savings, and financial innovation;Journal of Financial Economics;bwl;\N
5725;10.1016/j.jfineco.2012.04.011;1;2012;0304-405X;Author ’ s Accepted Manuscript What do boards really do ? Evidence from minutes of board meetings;Journal of Financial Economics;bwl;\N
5726;10.1016/j.jfineco.2010.08.004;119;2011;0304-405X;Disagreement and return predictability of stock portfolios;Journal of Financial Economics;bwl;\N
5727;10.1016/j.jfineco.2010.11.001;61;2011;0304-405X;Price impact and portfolio impact;Journal of Financial Economics;bwl;\N
5728;10.1016/j.jfineco.2016.01.003;161;2016;0304-405X;Ambiguity aversion and household portfolio choice puzzles: Empirical evidence;Journal of Financial Economics;bwl;\N
5729;10.1016/j.jfineco.2011.01.010;214;2012;0304-405X;Peer performance and stock market entry;Journal of Financial Economics;bwl;\N
5731;10.1016/j.jfineco.2014.06.008;141;2014;0304-405X;Macroeconomic risk and hedge fund returns;Journal of Financial Economics;bwl;\N
5732;10.1016/j.jfineco.2011.12.006;139;2012;0304-405X;The flight home effect: Evidence from the syndicated loan market during financial crises;Journal of Financial Economics;bwl;\N
5733;10.1016/j.jfineco.2016.12.002;130;2017;0304-405X;The U.S. listing gap;Journal of Financial Economics;bwl;\N
5734;10.1016/j.jfineco.2017.06.008;107;2017;0304-405X;Activism mergers;Journal of Financial Economics;bwl;\N
5735;10.1016/j.jfineco.2015.06.004;82;2015;0304-405X;Social interaction at work;Journal of Financial Economics;bwl;\N
5736;10.1016/j.jfineco.2012.05.007;5;2012;0304-405X;Political geography and stock returns;Journal of Financial Economics;bwl;\N
5737;10.1016/j.jfineco.2011.03.012;274;2011;0304-405X;How did increased competition affect credit ratings?;Journal of Financial Economics;bwl;\N
5738;10.1016/j.jfineco.2013.10.015;131;2014;0304-405X;Can investor-paid credit rating agencies improve the information quality of issuer-paid rating agenciesα;Journal of Financial Economics;bwl;\N
5739;10.1016/j.jfineco.2016.01.010;226;2016;0304-405X;Systemic risk and the macroeconomy: An empirical evaluation;Journal of Financial Economics;bwl;\N
5740;10.1016/j.jfineco.2013.02.010;184;2013;0304-405X;Firms as liquidity providers: Evidence from the 2007-2008 financial crisis;Journal of Financial Economics;bwl;\N
5741;10.1016/j.jfineco.2013.03.006;218;2013;0304-405X;Corporate ownership structure and the choice between bank debt and public debt;Journal of Financial Economics;bwl;\N
5742;10.1016/j.jfineco.2014.09.003;148;2015;0304-405X;Culture and R2;Journal of Financial Economics;bwl;\N
5743;10.1016/j.jfineco.2011.03.001;461;2011;0304-405X;Liquidity risk management and credit supply in the financial crisis;Journal of Financial Economics;bwl;\N
5744;10.1016/j.jfineco.2010.07.007;383;2011;0304-405X;Corporate tax avoidance and stock price crash risk: Firm-level analysis;Journal of Financial Economics;bwl;\N
5745;10.1016/j.jfineco.2015.05.009;78;2016;0304-405X;Spare tire? Stock markets, banking crises, and economic recoveries;Journal of Financial Economics;bwl;\N
5746;10.1016/j.jfineco.2013.02.013;1;2013;0304-405X;Author ’ s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5747;10.1016/j.jfineco.2015.08.019;2;2015;0304-405X;Why does the Option to Stock Volume Ratio Predict Stock Returns? Why does the Option to Stock Volume Ratio Predict Stock Returns? We are thankful for valuable comments from an anonymous referee;Journal of Financial Economics;bwl;\N
5748;10.1016/j.jfineco.2012.05.008;127;2012;0304-405X;The option to stock volume ratio and future returns;Journal of Financial Economics;bwl;\N
5749;10.1016/J.JFINECO.2011.03.021;1;2011;0304-405X;Does the stock market fully value intangibles? Employee satisfaction and equity prices;Journal of Financial Economics;bwl;\N
5750;10.1016/j.jfineco.2014.03.003;1;2013;0304-405X;Are Startups The Solution To Work-Life Balance? Forbes.com, 3/11/2013;Journal of Financial Economics;bwl;\N
5751;10.1016/j.jfineco.2016.09.005;83;2017;0304-405X;How collateral laws shape lending and sectoral activity;Journal of Financial Economics;bwl;\N
5752;10.1016/j.jfineco.2012.08.013;149;2013;0304-405X;Changes to the ownership and control of East Asian corporations between 1996 and 2008: The primacy of politics;Journal of Financial Economics;bwl;\N
5753;10.1016/j.jfineco.2013.04.001;372;2013;0304-405X;The dark side of analyst coverage: The case of innovation;Journal of Financial Economics;bwl;\N
5754;10.1016/j.jfineco.2014.12.006;115;2015;0304-405X;Central clearing and collateral demand;Journal of Financial Economics;bwl;\N
5755;10.1016/j.jfineco.2017.01.004;182;2017;0304-405X;Do corporate taxes hinder innovation?;Journal of Financial Economics;bwl;\N
5756;10.1016/j.jfineco.2014.06.004;3;2014;0304-405X;Author ' s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5757;10.1016/j.jfineco.2014.09.001;353;2015;0304-405X;Does banking competition affect innovation?;Journal of Financial Economics;bwl;\N
5758;10.1016/j.jfineco.2013.12.002;351;2014;0304-405X;Financial development and innovation: Cross-country evidence;Journal of Financial Economics;bwl;\N
5759;10.1016/j.jfineco.2015.08.002;8;2012;0304-405X;Payout policy through the financial crisis: The growth of repurchases and the resilience of dividends;Papers.Ssrn.Com;bwl;\N
5760;10.1016/j.jfineco.2012.03.005;1;2012;0304-405X;Endogeneity and the dynamics of internal corporate governance;Journal of Financial Economics;bwl;\N
5761;10.1016/j.jfineco.2011.09.005;138;2012;0304-405X;Tournament incentives, firm risk, and corporate policies;Journal of Financial Economics;bwl;\N
5762;10.1016/j.jfineco.2011.05.017;304;2012;0304-405X;Board connections and M&A transactions;Journal of Financial Economics;bwl;\N
5763;10.1016/j.jfineco.2011.05.002;326;2011;0304-405X;Behavioral biases of mutual fund investors;Journal of Financial Economics;bwl;\N
5764;10.1016/j.jfineco.2016.03.003;332;2016;0304-405X;Passive investors, not passive owners;Journal of Financial Economics;bwl;\N
5765;10.1016/j.jfineco.2015.04.005;204;2015;0304-405X;The illiquidity premium: International evidence;Journal of Financial Economics;bwl;\N
5766;10.1016/j.jfineco.2011.12.008;1;2011;0304-405X;Author ’ s Accepted Manuscript;Journal of Financial Economics;bwl;\N
5767;10.1016/j.jfineco.2010.08.003;209;2011;0304-405X;The world price of liquidity risk;Journal of Financial Economics;bwl;\N
5768;10.1016/j.jfineco.2016.03.004;164;2016;0304-405X;Short interest and aggregate stock returns;Journal of Financial Economics;bwl;\N
