id;id_doi;category;discipline;count;
4970;639;Sports and Recreations;1;4970;
4971;639;Philosophy;1;4971;
4972;639;Computer Science;12;4972;
4973;639;Unspecified;19;4973;
4974;639;Engineering;9;4974;
4975;639;Medicine and Dentistry;2;4975;
4976;639;Design;1;4976;
4977;639;Arts and Humanities;3;4977;
4978;639;Biochemistry, Genetics and Molecular Biology;1;4978;
4979;639;Agricultural and Biological Sciences;1;4979;
4980;639;Social Sciences;53;4980;
4981;639;Economics, Econometrics and Finance;19;4981;
4982;640;Business, Management and Accounting;137;4982;
4983;640;Philosophy;1;4983;
4984;640;Economics, Econometrics and Finance;7;4984;
4985;640;Unspecified;26;4985;
4986;640;Environmental Science;1;4986;
4987;640;Nursing and Health Professions;1;4987;
4988;640;Engineering;2;4988;
4989;640;Computer Science;1;4989;
4990;640;Arts and Humanities;2;4990;
4991;640;Agricultural and Biological Sciences;1;4991;
4992;640;Social Sciences;29;4992;
4993;640;Psychology;48;4993;
4994;641;Business, Management and Accounting;42;4994;
4995;641;Physics and Astronomy;1;4995;
4996;641;Economics, Econometrics and Finance;3;4996;
4997;641;Unspecified;6;4997;
4998;641;Design;1;4998;
4999;641;Computer Science;1;4999;
5000;641;Social Sciences;10;5000;
5001;641;Psychology;12;5001;
5002;642;Business, Management and Accounting;94;5002;
5003;642;Economics, Econometrics and Finance;6;5003;
5004;642;Environmental Science;1;5004;
5005;642;Nursing and Health Professions;1;5005;
5006;642;Engineering;2;5006;
5007;642;Medicine and Dentistry;1;5007;
5008;642;Unspecified;19;5008;
5009;642;Social Sciences;11;5009;
5010;642;Psychology;27;5010;
5011;643;Business, Management and Accounting;53;5011;
5012;643;Economics, Econometrics and Finance;5;5012;
5013;643;Environmental Science;1;5013;
5014;643;Energy;2;5014;
5015;643;Unspecified;14;5015;
5016;643;Engineering;6;5016;
5017;643;Computer Science;3;5017;
5018;643;Social Sciences;11;5018;
5019;643;Psychology;2;5019;
5020;644;Business, Management and Accounting;5;5020;
5021;644;Social Sciences;1;5021;
5022;644;Unspecified;1;5022;
5023;644;Economics, Econometrics and Finance;2;5023;
5024;645;Business, Management and Accounting;99;5024;
5025;645;Economics, Econometrics and Finance;5;5025;
5026;645;Environmental Science;2;5026;
5027;645;Unspecified;18;5027;
5028;645;Medicine and Dentistry;1;5028;
5029;645;Arts and Humanities;2;5029;
5030;645;Agricultural and Biological Sciences;1;5030;
5031;645;Social Sciences;19;5031;
5032;645;Psychology;5;5032;
5033;646;Business, Management and Accounting;2;5033;
5034;646;Unspecified;1;5034;
5035;647;Business, Management and Accounting;60;5035;
5036;647;Economics, Econometrics and Finance;4;5036;
5037;647;Unspecified;23;5037;
5038;647;Engineering;4;5038;
5039;647;Computer Science;1;5039;
5040;647;Agricultural and Biological Sciences;1;5040;
5041;647;Chemistry;1;5041;
5042;647;Social Sciences;11;5042;
5043;647;Psychology;4;5043;
5044;648;Business, Management and Accounting;16;5044;
5045;648;Arts and Humanities;1;5045;
5046;648;Social Sciences;2;5046;
5047;648;Unspecified;8;5047;
5048;648;Psychology;2;5048;
5049;649;Business, Management and Accounting;244;5049;
5050;649;Physics and Astronomy;1;5050;
5051;649;Nursing and Health Professions;1;5051;
5052;649;Psychology;53;5052;
5053;649;Decision Sciences;1;5053;
5054;649;Computer Science;7;5054;
5055;649;Unspecified;28;5055;
5056;649;Engineering;6;5056;
5057;649;Medicine and Dentistry;2;5057;
5058;649;Design;2;5058;
5059;649;Arts and Humanities;6;5059;
5060;649;Biochemistry, Genetics and Molecular Biology;1;5060;
5061;649;Agricultural and Biological Sciences;1;5061;
5062;649;Chemistry;2;5062;
5063;649;Social Sciences;45;5063;
5064;649;Economics, Econometrics and Finance;11;5064;
5065;650;Business, Management and Accounting;28;5065;
5066;650;Economics, Econometrics and Finance;2;5066;
5067;650;Environmental Science;1;5067;
5068;650;Unspecified;11;5068;
5069;650;Computer Science;4;5069;
5070;650;Arts and Humanities;1;5070;
5071;650;Agricultural and Biological Sciences;1;5071;
5072;650;Social Sciences;4;5072;
5073;650;Psychology;4;5073;
5074;651;Business, Management and Accounting;41;5074;
5075;651;Psychology;19;5075;
5076;651;Decision Sciences;1;5076;
5077;651;Unspecified;17;5077;
5078;651;Engineering;2;5078;
5079;651;Arts and Humanities;2;5079;
5080;651;Chemistry;1;5080;
5081;651;Social Sciences;10;5081;
5082;651;Economics, Econometrics and Finance;2;5082;
5083;652;Business, Management and Accounting;202;5083;
5084;652;Materials Science;2;5084;
5085;652;Nursing and Health Professions;2;5085;
5086;652;Psychology;60;5086;
5087;652;Sports and Recreations;1;5087;
5088;652;Decision Sciences;1;5088;
5089;652;Environmental Science;1;5089;
5090;652;Computer Science;9;5090;
5091;652;Unspecified;18;5091;
5092;652;Engineering;6;5092;
5093;652;Medicine and Dentistry;3;5093;
5094;652;Arts and Humanities;2;5094;
5095;652;Agricultural and Biological Sciences;1;5095;
5096;652;Chemistry;1;5096;
5097;652;Earth and Planetary Sciences;1;5097;
5098;652;Social Sciences;47;5098;
5099;652;Economics, Econometrics and Finance;19;5099;
5100;653;Business, Management and Accounting;1;5100;
5101;654;Business, Management and Accounting;40;5101;
5102;654;Economics, Econometrics and Finance;3;5102;
5103;654;Unspecified;9;5103;
5104;654;Engineering;3;5104;
5105;654;Arts and Humanities;1;5105;
5106;654;Agricultural and Biological Sciences;1;5106;
5107;654;Social Sciences;6;5107;
5108;654;Psychology;5;5108;
5109;655;Business, Management and Accounting;3;5109;
5110;655;Social Sciences;1;5110;
5111;655;Psychology;3;5111;
5112;656;Psychology;1;5112;
5113;657;Business, Management and Accounting;48;5113;
5114;657;Economics, Econometrics and Finance;1;5114;
5115;657;Unspecified;15;5115;
5116;657;Engineering;1;5116;
5117;657;Biochemistry, Genetics and Molecular Biology;1;5117;
5118;657;Computer Science;1;5118;
5119;657;Social Sciences;9;5119;
5120;657;Psychology;2;5120;
5121;658;Business, Management and Accounting;96;5121;
5122;658;Linguistics;1;5122;
5123;658;Economics, Econometrics and Finance;3;5123;
5124;658;Environmental Science;1;5124;
5125;658;Unspecified;13;5125;
5126;658;Engineering;1;5126;
5127;658;Computer Science;2;5127;
5128;658;Arts and Humanities;2;5128;
5129;658;Agricultural and Biological Sciences;1;5129;
5130;658;Earth and Planetary Sciences;2;5130;
5131;658;Social Sciences;17;5131;
5132;658;Psychology;29;5132;
5133;659;Business, Management and Accounting;59;5133;
5134;659;Economics, Econometrics and Finance;1;5134;
5135;659;Philosophy;2;5135;
5136;659;Unspecified;21;5136;
5137;659;Engineering;3;5137;
5138;659;Arts and Humanities;3;5138;
5139;659;Agricultural and Biological Sciences;1;5139;
5140;659;Social Sciences;11;5140;
5141;659;Psychology;19;5141;
5142;660;Business, Management and Accounting;107;5142;
5143;660;Economics, Econometrics and Finance;15;5143;
5144;660;Unspecified;12;5144;
5145;660;Engineering;1;5145;
5146;660;Arts and Humanities;1;5146;
5147;660;Social Sciences;11;5147;
5148;660;Psychology;6;5148;
5149;661;Business, Management and Accounting;125;5149;
5150;661;Economics, Econometrics and Finance;9;5150;
5151;661;Environmental Science;2;5151;
5152;661;Unspecified;33;5152;
5153;661;Engineering;1;5153;
5154;661;Biochemistry, Genetics and Molecular Biology;2;5154;
5155;661;Computer Science;2;5155;
5156;661;Arts and Humanities;2;5156;
5157;661;Agricultural and Biological Sciences;1;5157;
5158;661;Earth and Planetary Sciences;2;5158;
5159;661;Social Sciences;12;5159;
5160;661;Psychology;8;5160;
5161;662;Business, Management and Accounting;77;5161;
5162;662;Economics, Econometrics and Finance;7;5162;
5163;662;Unspecified;8;5163;
5164;662;Engineering;1;5164;
5165;662;Social Sciences;14;5165;
5166;662;Psychology;3;5166;
5167;663;Business, Management and Accounting;171;5167;
5168;663;Linguistics;1;5168;
5169;663;Economics, Econometrics and Finance;8;5169;
5170;663;Decision Sciences;1;5170;
5171;663;Philosophy;1;5171;
5172;663;Unspecified;10;5172;
5173;663;Computer Science;2;5173;
5174;663;Arts and Humanities;1;5174;
5175;663;Earth and Planetary Sciences;1;5175;
5176;663;Social Sciences;18;5176;
5177;663;Psychology;27;5177;
5178;664;Business, Management and Accounting;120;5178;
5179;664;Economics, Econometrics and Finance;5;5179;
5180;664;Unspecified;16;5180;
5181;664;Engineering;2;5181;
5182;664;Medicine and Dentistry;1;5182;
5183;664;Biochemistry, Genetics and Molecular Biology;1;5183;
5184;664;Computer Science;6;5184;
5185;664;Agricultural and Biological Sciences;2;5185;
5186;664;Social Sciences;11;5186;
5187;664;Psychology;15;5187;
5188;665;Agricultural and Biological Sciences;1;5188;
5189;666;Business, Management and Accounting;209;5189;
5190;666;Materials Science;1;5190;
5191;666;Economics, Econometrics and Finance;15;5191;
5192;666;Linguistics;1;5192;
5193;666;Unspecified;27;5193;
5194;666;Engineering;4;5194;
5195;666;Computer Science;4;5195;
5196;666;Arts and Humanities;3;5196;
5197;666;Social Sciences;23;5197;
5198;666;Psychology;6;5198;
5199;667;Business, Management and Accounting;281;5199;
5200;667;Linguistics;1;5200;
5201;667;Physics and Astronomy;1;5201;
5202;667;Psychology;104;5202;
5203;667;Environmental Science;1;5203;
5204;667;Philosophy;1;5204;
5205;667;Computer Science;9;5205;
5206;667;Unspecified;38;5206;
5207;667;Engineering;13;5207;
5208;667;Medicine and Dentistry;2;5208;
5209;667;Design;3;5209;
5210;667;Arts and Humanities;11;5210;
5211;667;Biochemistry, Genetics and Molecular Biology;1;5211;
5212;667;Agricultural and Biological Sciences;4;5212;
5213;667;Chemistry;1;5213;
5214;667;Social Sciences;56;5214;
5215;667;Economics, Econometrics and Finance;9;5215;
5216;668;Business, Management and Accounting;181;5216;
5217;668;Linguistics;1;5217;
5218;668;Physics and Astronomy;1;5218;
5219;668;Psychology;41;5219;
5220;668;Environmental Science;1;5220;
5221;668;Decision Sciences;3;5221;
5222;668;Computer Science;4;5222;
5223;668;Unspecified;22;5223;
5224;668;Engineering;7;5224;
5225;668;Medicine and Dentistry;1;5225;
5226;668;Arts and Humanities;6;5226;
5227;668;Agricultural and Biological Sciences;1;5227;
5228;668;Chemistry;2;5228;
5229;668;Social Sciences;33;5229;
5230;668;Economics, Econometrics and Finance;8;5230;
5231;669;Business, Management and Accounting;84;5231;
5232;669;Economics, Econometrics and Finance;7;5232;
5233;669;Environmental Science;1;5233;
5234;669;Unspecified;18;5234;
5235;669;Engineering;1;5235;
5236;669;Computer Science;2;5236;
5237;669;Agricultural and Biological Sciences;4;5237;
5238;669;Social Sciences;10;5238;
5239;669;Psychology;6;5239;
5240;670;Business, Management and Accounting;6;5240;
5241;670;Social Sciences;1;5241;
5242;670;Unspecified;1;5242;
5243;670;Psychology;1;5243;
5244;671;Business, Management and Accounting;53;5244;
5245;671;Psychology;6;5245;
5246;671;Sports and Recreations;1;5246;
5247;671;Environmental Science;1;5247;
5248;671;Unspecified;15;5248;
5249;671;Nursing and Health Professions;1;5249;
5250;671;Engineering;1;5250;
5251;671;Medicine and Dentistry;2;5251;
5252;671;Computer Science;1;5252;
5253;671;Arts and Humanities;1;5253;
5254;671;Social Sciences;12;5254;
5255;671;Economics, Econometrics and Finance;1;5255;
5256;672;Business, Management and Accounting;39;5256;
5257;672;Engineering;1;5257;
5258;672;Social Sciences;2;5258;
5259;672;Unspecified;7;5259;
5260;673;Business, Management and Accounting;195;5260;
5261;673;Economics, Econometrics and Finance;12;5261;
5262;673;Unspecified;21;5262;
5263;673;Engineering;5;5263;
5264;673;Computer Science;1;5264;
5265;673;Arts and Humanities;3;5265;
5266;673;Social Sciences;14;5266;
5267;673;Psychology;9;5267;
5268;674;Business, Management and Accounting;93;5268;
5269;674;Economics, Econometrics and Finance;5;5269;
5270;674;Energy;1;5270;
5271;674;Unspecified;14;5271;
5272;674;Engineering;1;5272;
5273;674;Social Sciences;12;5273;
5274;674;Psychology;8;5274;
5275;675;Business, Management and Accounting;3;5275;
5276;675;Social Sciences;2;5276;
5277;676;Business, Management and Accounting;20;5277;
5278;676;Materials Science;1;5278;
5279;676;Psychology;2;5279;
5280;676;Decision Sciences;1;5280;
5281;676;Unspecified;2;5281;
5282;676;Biochemistry, Genetics and Molecular Biology;1;5282;
5283;676;Social Sciences;3;5283;
5284;677;Business, Management and Accounting;85;5284;
5285;677;Psychology;6;5285;
5286;677;Sports and Recreations;1;5286;
5287;677;Unspecified;9;5287;
5288;677;Engineering;1;5288;
5289;677;Arts and Humanities;5;5289;
5290;677;Social Sciences;12;5290;
5291;677;Economics, Econometrics and Finance;6;5291;
5292;678;Psychology;3;5292;
5293;678;Unspecified;1;5293;
5294;679;Business, Management and Accounting;138;5294;
5295;679;Economics, Econometrics and Finance;16;5295;
5296;679;Unspecified;15;5296;
5297;679;Design;1;5297;
5298;679;Computer Science;1;5298;
5299;679;Earth and Planetary Sciences;1;5299;
5300;679;Social Sciences;10;5300;
5301;679;Psychology;7;5301;
5302;680;Business, Management and Accounting;184;5302;
5303;680;Economics, Econometrics and Finance;17;5303;
5304;680;Unspecified;20;5304;
5305;680;Environmental Science;2;5305;
5306;680;Nursing and Health Professions;1;5306;
5307;680;Engineering;1;5307;
5308;680;Computer Science;2;5308;
5309;680;Arts and Humanities;4;5309;
5310;680;Chemistry;1;5310;
5311;680;Earth and Planetary Sciences;1;5311;
5312;680;Social Sciences;24;5312;
5313;680;Psychology;7;5313;
5314;681;Business, Management and Accounting;102;5314;
5315;681;Philosophy;1;5315;
5316;681;Psychology;12;5316;
5317;681;Sports and Recreations;1;5317;
5318;681;Energy;1;5318;
5319;681;Environmental Science;2;5319;
5320;681;Unspecified;23;5320;
5321;681;Engineering;3;5321;
5322;681;Arts and Humanities;1;5322;
5323;681;Agricultural and Biological Sciences;3;5323;
5324;681;Social Sciences;25;5324;
5325;681;Economics, Econometrics and Finance;9;5325;
5326;682;Business, Management and Accounting;132;5326;
5327;682;Psychology;3;5327;
5328;682;Environmental Science;3;5328;
5329;682;Energy;1;5329;
5330;682;Unspecified;38;5330;
5331;682;Social Sciences;35;5331;
5332;682;Engineering;2;5332;
5333;682;Design;1;5333;
5334;682;Arts and Humanities;4;5334;
5335;682;Agricultural and Biological Sciences;1;5335;
5336;682;Decision Sciences;1;5336;
5337;682;Economics, Econometrics and Finance;5;5337;
5338;683;Business, Management and Accounting;54;5338;
5339;683;Economics, Econometrics and Finance;4;5339;
5340;683;Unspecified;10;5340;
5341;683;Engineering;1;5341;
5342;683;Computer Science;1;5342;
5343;683;Arts and Humanities;3;5343;
5344;683;Social Sciences;7;5344;
5345;683;Psychology;10;5345;
5346;684;Business, Management and Accounting;113;5346;
5347;684;Linguistics;2;5347;
5348;684;Economics, Econometrics and Finance;3;5348;
5349;684;Environmental Science;3;5349;
5350;684;Unspecified;18;5350;
5351;684;Engineering;1;5351;
5352;684;Computer Science;2;5352;
5353;684;Earth and Planetary Sciences;1;5353;
5354;684;Social Sciences;15;5354;
5355;684;Psychology;4;5355;
5356;685;Business, Management and Accounting;99;5356;
5357;685;Economics, Econometrics and Finance;6;5357;
5358;685;Decision Sciences;1;5358;
5359;685;Philosophy;1;5359;
5360;685;Unspecified;13;5360;
5361;685;Medicine and Dentistry;1;5361;
5362;685;Computer Science;2;5362;
5363;685;Arts and Humanities;1;5363;
5364;685;Agricultural and Biological Sciences;1;5364;
5365;685;Earth and Planetary Sciences;1;5365;
5366;685;Social Sciences;20;5366;
5367;685;Psychology;51;5367;
5368;686;Business, Management and Accounting;135;5368;
5369;686;Psychology;32;5369;
5370;686;Sports and Recreations;1;5370;
5371;686;Environmental Science;1;5371;
5372;686;Unspecified;19;5372;
5373;686;Medicine and Dentistry;2;5373;
5374;686;Computer Science;1;5374;
5375;686;Arts and Humanities;1;5375;
5376;686;Earth and Planetary Sciences;1;5376;
5377;686;Social Sciences;24;5377;
5378;686;Economics, Econometrics and Finance;3;5378;
5379;687;Business, Management and Accounting;92;5379;
5380;687;Economics, Econometrics and Finance;3;5380;
5381;687;Unspecified;10;5381;
5382;687;Engineering;2;5382;
5383;687;Chemical Engineering;1;5383;
5384;687;Social Sciences;8;5384;
5385;687;Psychology;5;5385;
5386;688;Business, Management and Accounting;130;5386;
5387;688;Linguistics;1;5387;
5388;688;Economics, Econometrics and Finance;11;5388;
5389;688;Philosophy;1;5389;
5390;688;Unspecified;17;5390;
5391;688;Engineering;2;5391;
5392;688;Computer Science;1;5392;
5393;688;Arts and Humanities;1;5393;
5394;688;Agricultural and Biological Sciences;1;5394;
5395;688;Social Sciences;17;5395;
5396;688;Psychology;21;5396;
5397;689;Business, Management and Accounting;162;5397;
5398;689;Physics and Astronomy;1;5398;
5399;689;Economics, Econometrics and Finance;28;5399;
5400;689;Energy;1;5400;
5401;689;Unspecified;17;5401;
5402;689;Engineering;2;5402;
5403;689;Computer Science;1;5403;
5404;689;Arts and Humanities;1;5404;
5405;689;Agricultural and Biological Sciences;2;5405;
5406;689;Social Sciences;11;5406;
5407;689;Psychology;5;5407;
5408;690;Business, Management and Accounting;352;5408;
5409;690;Physics and Astronomy;1;5409;
5410;690;Psychology;20;5410;
5411;690;Environmental Science;5;5411;
5412;690;Computer Science;9;5412;
5413;690;Unspecified;44;5413;
5414;690;Biochemistry, Genetics and Molecular Biology;1;5414;
5415;690;Engineering;8;5415;
5416;690;Medicine and Dentistry;2;5416;
5417;690;Design;1;5417;
5418;690;Arts and Humanities;6;5418;
5419;690;Mathematics;1;5419;
5420;690;Agricultural and Biological Sciences;4;5420;
5421;690;Social Sciences;43;5421;
5422;690;Economics, Econometrics and Finance;28;5422;
5423;691;Business, Management and Accounting;134;5423;
5424;691;Linguistics;1;5424;
5425;691;Physics and Astronomy;1;5425;
5426;691;Psychology;1;5426;
5427;691;Decision Sciences;1;5427;
5428;691;Unspecified;11;5428;
5429;691;Engineering;6;5429;
5430;691;Arts and Humanities;1;5430;
5431;691;Agricultural and Biological Sciences;6;5431;
5432;691;Chemistry;7;5432;
5433;691;Social Sciences;27;5433;
5434;691;Economics, Econometrics and Finance;8;5434;
5435;692;Business, Management and Accounting;169;5435;
5436;692;Materials Science;1;5436;
5437;692;Physics and Astronomy;1;5437;
5438;692;Psychology;6;5438;
5439;692;Environmental Science;2;5439;
5440;692;Energy;1;5440;
5441;692;Computer Science;7;5441;
5442;692;Unspecified;17;5442;
5443;692;Engineering;16;5443;
5444;692;Medicine and Dentistry;3;5444;
5445;692;Design;2;5445;
5446;692;Arts and Humanities;2;5446;
5447;692;Linguistics;1;5447;
5448;692;Social Sciences;23;5448;
5449;692;Economics, Econometrics and Finance;3;5449;
5450;693;Business, Management and Accounting;2;5450;
5451;693;Economics, Econometrics and Finance;1;5451;
5452;693;Environmental Science;1;5452;
5453;693;Chemical Engineering;1;5453;
5454;693;Arts and Humanities;1;5454;
5455;693;Social Sciences;1;5455;
5456;693;Computer Science;1;5456;
5457;694;Business, Management and Accounting;134;5457;
5458;694;Economics, Econometrics and Finance;14;5458;
5459;694;Energy;1;5459;
5460;694;Unspecified;17;5460;
5461;694;Computer Science;2;5461;
5462;694;Social Sciences;8;5462;
5463;694;Psychology;4;5463;
5464;695;Business, Management and Accounting;273;5464;
5465;695;Philosophy;1;5465;
5466;695;Physics and Astronomy;1;5466;
5467;695;Psychology;35;5467;
5468;695;Sports and Recreations;1;5468;
5469;695;Environmental Science;2;5469;
5470;695;Computer Science;12;5470;
5471;695;Unspecified;34;5471;
5472;695;Engineering;8;5472;
5473;695;Medicine and Dentistry;2;5473;
5474;695;Design;1;5474;
5475;695;Arts and Humanities;3;5475;
5476;695;Biochemistry, Genetics and Molecular Biology;2;5476;
5477;695;Agricultural and Biological Sciences;3;5477;
5478;695;Earth and Planetary Sciences;1;5478;
5479;695;Social Sciences;43;5479;
5480;695;Economics, Econometrics and Finance;16;5480;
5481;696;Business, Management and Accounting;187;5481;
5482;696;Economics, Econometrics and Finance;29;5482;
5483;696;Unspecified;26;5483;
5484;696;Engineering;6;5484;
5485;696;Computer Science;1;5485;
5486;696;Arts and Humanities;2;5486;
5487;696;Chemistry;1;5487;
5488;696;Social Sciences;17;5488;
5489;696;Psychology;5;5489;
5490;697;Business, Management and Accounting;126;5490;
5491;697;Psychology;37;5491;
5492;697;Decision Sciences;1;5492;
5493;697;Unspecified;25;5493;
5494;697;Engineering;1;5494;
5495;697;Medicine and Dentistry;1;5495;
5496;697;Computer Science;2;5496;
5497;697;Arts and Humanities;4;5497;
5498;697;Agricultural and Biological Sciences;1;5498;
5499;697;Social Sciences;27;5499;
5500;697;Economics, Econometrics and Finance;4;5500;
5501;698;Business, Management and Accounting;127;5501;
5502;698;Materials Science;1;5502;
5504;698;Environmental Science;1;5504;
5505;698;Nursing and Health Professions;1;5505;
5506;698;Unspecified;33;5506;
5507;698;Design;3;5507;
5508;698;Computer Science;4;5508;
5509;698;Arts and Humanities;2;5509;
5510;698;Social Sciences;23;5510;
5511;698;Psychology;18;5511;
5512;699;Business, Management and Accounting;142;5512;
5513;699;Economics, Econometrics and Finance;13;5513;
5514;699;Unspecified;20;5514;
5515;699;Engineering;3;5515;
5516;699;Medicine and Dentistry;1;5516;
5517;699;Computer Science;2;5517;
5519;699;Psychology;8;5519;
5520;700;Business, Management and Accounting;289;5520;
5521;700;Physics and Astronomy;1;5521;
5522;700;Psychology;12;5522;
5523;700;Environmental Science;1;5523;
5524;700;Decision Sciences;2;5524;
5525;700;Philosophy;1;5525;
5526;700;Computer Science;11;5526;
5527;700;Unspecified;32;5527;
5528;700;Pharmacology, Toxicology and Pharmaceutical Science;1;5528;
5529;700;Engineering;10;5529;
5530;700;Design;21;5530;
5531;700;Arts and Humanities;2;5531;
5532;700;Biochemistry, Genetics and Molecular Biology;1;5532;
5533;700;Agricultural and Biological Sciences;1;5533;
5534;700;Social Sciences;69;5534;
5535;700;Economics, Econometrics and Finance;13;5535;
5536;701;Business, Management and Accounting;123;5536;
5537;701;Economics, Econometrics and Finance;5;5537;
5538;701;Unspecified;21;5538;
5539;701;Engineering;1;5539;
5540;701;Medicine and Dentistry;1;5540;
5541;701;Computer Science;1;5541;
5542;701;Arts and Humanities;4;5542;
5543;701;Social Sciences;18;5543;
5544;701;Psychology;44;5544;
5545;702;Business, Management and Accounting;320;5545;
5546;702;Philosophy;3;5546;
5547;702;Psychology;7;5547;
5548;702;Environmental Science;5;5548;
5549;702;Immunology and Microbiology;1;5549;
5550;702;Energy;2;5550;
5551;702;Sports and Recreations;1;5551;
5552;702;Computer Science;4;5552;
5553;702;Unspecified;56;5553;
5554;702;Engineering;7;5554;
5555;702;Medicine and Dentistry;3;5555;
5556;702;Design;1;5556;
5557;702;Arts and Humanities;2;5557;
5558;702;Agricultural and Biological Sciences;10;5558;
5559;702;Social Sciences;87;5559;
5560;702;Economics, Econometrics and Finance;34;5560;
5561;703;Business, Management and Accounting;79;5561;
5562;703;Psychology;4;5562;
5563;703;Sports and Recreations;1;5563;
5564;703;Unspecified;14;5564;
5565;703;Engineering;2;5565;
5566;703;Computer Science;2;5566;
5567;703;Agricultural and Biological Sciences;1;5567;
5568;703;Social Sciences;12;5568;
5569;703;Economics, Econometrics and Finance;5;5569;
5570;704;Business, Management and Accounting;221;5570;
5571;704;Psychology;8;5571;
5572;704;Sports and Recreations;2;5572;
5573;704;Environmental Science;1;5573;
5574;704;Unspecified;25;5574;
5575;704;Medicine and Dentistry;1;5575;
5576;704;Design;1;5576;
5577;704;Computer Science;6;5577;
5578;704;Arts and Humanities;5;5578;
5579;704;Neuroscience;1;5579;
5580;704;Social Sciences;46;5580;
5581;704;Economics, Econometrics and Finance;7;5581;
5582;705;Business, Management and Accounting;98;5582;
5583;705;Economics, Econometrics and Finance;12;5583;
5584;705;Environmental Science;2;5584;
5585;705;Unspecified;25;5585;
5586;705;Veterinary Science and Veterinary Medicine;1;5586;
5587;705;Engineering;1;5587;
5588;705;Arts and Humanities;1;5588;
5589;705;Agricultural and Biological Sciences;3;5589;
5590;705;Earth and Planetary Sciences;1;5590;
5591;705;Social Sciences;17;5591;
5592;705;Psychology;5;5592;
5593;706;Business, Management and Accounting;110;5593;
5594;706;Materials Science;1;5594;
5595;706;Economics, Econometrics and Finance;3;5595;
5596;706;Unspecified;17;5596;
5597;706;Engineering;3;5597;
5598;706;Biochemistry, Genetics and Molecular Biology;1;5598;
5599;706;Computer Science;2;5599;
5600;706;Arts and Humanities;2;5600;
5601;706;Social Sciences;21;5601;
5602;706;Psychology;11;5602;
5603;707;Business, Management and Accounting;219;5603;
5604;707;Linguistics;2;5604;
5605;707;Psychology;5;5605;
5607;707;Computer Science;2;5607;
5608;707;Unspecified;29;5608;
5609;707;Engineering;1;5609;
5610;707;Arts and Humanities;2;5610;
5611;707;Agricultural and Biological Sciences;1;5611;
5612;707;Chemistry;1;5612;
5613;707;Earth and Planetary Sciences;1;5613;
5614;707;Social Sciences;31;5614;
5615;707;Economics, Econometrics and Finance;27;5615;
5616;708;Business, Management and Accounting;112;5616;
5617;708;Economics, Econometrics and Finance;11;5617;
5618;708;Decision Sciences;1;5618;
5619;708;Unspecified;15;5619;
5620;708;Engineering;4;5620;
5621;708;Computer Science;13;5621;
5622;708;Social Sciences;4;5622;
5623;708;Psychology;4;5623;
5624;709;Business, Management and Accounting;133;5624;
5625;709;Psychology;4;5625;
5626;709;Sports and Recreations;1;5626;
5627;709;Decision Sciences;1;5627;
5628;709;Environmental Science;1;5628;
5629;709;Unspecified;20;5629;
5630;709;Computer Science;1;5630;
5631;709;Agricultural and Biological Sciences;3;5631;
5632;709;Earth and Planetary Sciences;1;5632;
5633;709;Social Sciences;31;5633;
5634;709;Economics, Econometrics and Finance;4;5634;
5635;710;Business, Management and Accounting;19;5635;
5636;710;Unspecified;2;5636;
5637;710;Social Sciences;1;5637;
5638;710;Economics, Econometrics and Finance;2;5638;
5639;710;Psychology;3;5639;
5640;711;Business, Management and Accounting;233;5640;
5641;711;Psychology;30;5641;
5642;711;Immunology and Microbiology;2;5642;
5643;711;Philosophy;2;5643;
5644;711;Computer Science;1;5644;
5645;711;Unspecified;24;5645;
5646;711;Engineering;4;5646;
5647;711;Arts and Humanities;6;5647;
5648;711;Mathematics;1;5648;
5649;711;Agricultural and Biological Sciences;2;5649;
5650;711;Nursing and Health Professions;2;5650;
5651;711;Social Sciences;44;5651;
5652;711;Economics, Econometrics and Finance;15;5652;
5653;712;Business, Management and Accounting;275;5653;
5654;712;Materials Science;1;5654;
5655;712;Psychology;9;5655;
5656;712;Environmental Science;1;5656;
5657;712;Philosophy;1;5657;
5658;712;Computer Science;18;5658;
5659;712;Unspecified;23;5659;
5660;712;Engineering;6;5660;
5661;712;Medicine and Dentistry;1;5661;
5662;712;Design;1;5662;
5663;712;Arts and Humanities;1;5663;
5664;712;Agricultural and Biological Sciences;1;5664;
5665;712;Earth and Planetary Sciences;1;5665;
5666;712;Social Sciences;35;5666;
5667;712;Economics, Econometrics and Finance;10;5667;
5668;713;Business, Management and Accounting;4;5668;
5669;713;Unspecified;1;5669;
5670;714;Business, Management and Accounting;14;5670;
5671;714;Engineering;1;5671;
5672;714;Social Sciences;1;5672;
5674;714;Psychology;1;5674;
5675;715;Business, Management and Accounting;356;5675;
5676;715;Materials Science;1;5676;
5677;715;Physics and Astronomy;2;5677;
5678;715;Nursing and Health Professions;1;5678;
5679;715;Psychology;117;5679;
5680;715;Sports and Recreations;4;5680;
5681;715;Energy;2;5681;
5682;715;Philosophy;4;5682;
5683;715;Computer Science;8;5683;
5684;715;Unspecified;44;5684;
5685;715;Engineering;2;5685;
5686;715;Medicine and Dentistry;8;5686;
5687;715;Arts and Humanities;12;5687;
5688;715;Mathematics;1;5688;
5689;715;Agricultural and Biological Sciences;4;5689;
5690;715;Chemistry;2;5690;
5691;715;Linguistics;1;5691;
5692;715;Social Sciences;85;5692;
